name,PSNR,SSIM
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_30_7_Vibration_6_0.0.PNG'], 42.15, 0.9646
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_16_3_Vibration_2_0.0.PNG'], 41.55, 0.9654
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_4_6_Focus_0_-13.386.PNG'], 35.40, 0.9355
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_27_3_ZStack_0_3031.618.PNG'], 43.70, 0.9728
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_15_Vibration_6_0.0.PNG'], 35.75, 0.9119
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_28_4_Focus_0_-9.18.PNG'], 34.51, 0.8996
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_21_9_Both_1_-7.527.PNG'], 31.28, 0.7997
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_12_Focus_0_3.044.PNG'], 36.07, 0.9076
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_15_13_Focus_0_-2.274.PNG'], 37.72, 0.9417
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_21_9_Focus_0_12.63.PNG'], 30.69, 0.7925
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Focus_0_-7.0.PNG'], 31.36, 0.8077
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Both_7_-11.329.PNG'], 28.82, 0.7580
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Focus_0_-3.268.PNG'], 36.10, 0.9112
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_12_Vibration_9_0.0.PNG'], 32.06, 0.8356
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_0_8_Both_2_1.556.PNG'], 38.97, 0.9518
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_12_Focus_0_-0.205.PNG'], 42.39, 0.9721
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_15_14_Both_6_-1.01.PNG'], 37.73, 0.9305
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_7_9_Both_5_2.553.PNG'], 31.65, 0.8556
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_2_Vibration_7_0.0.PNG'], 34.51, 0.8743
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_5_2_Both_7_-1.014.PNG'], 36.32, 0.9189
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_14_Focus_0_1.955.PNG'], 36.92, 0.9275
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_11_7_Vibration_7_0.0.PNG'], 34.70, 0.8794
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_24_9_Both_3_3.442.PNG'], 35.32, 0.8832
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_4_ZStack_0_3061.648.PNG'], 42.85, 0.9728
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_5_Focus_0_11.806.PNG'], 32.62, 0.8706
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_4_Vibration_4_0.0.PNG'], 38.83, 0.9454
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_3_Focus_0_-10.232.PNG'], 30.06, 0.7775
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_24_9_Vibration_1_0.0.PNG'], 39.75, 0.9495
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_4_Focus_0_5.629.PNG'], 34.83, 0.8965
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_16_3_Focus_0_2.927.PNG'], 36.12, 0.9013
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_2_Focus_0_-3.252.PNG'], 36.45, 0.9129
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_2_11_Vibration_5_0.0.PNG'], 36.31, 0.9194
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Focus_0_-13.471.PNG'], 28.96, 0.7557
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_3_Both_6_0.602.PNG'], 36.71, 0.9126
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_23_9_Focus_0_3.527.PNG'], 34.97, 0.8821
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_7_9_Focus_0_-12.404.PNG'], 29.22, 0.7673
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Both_3_12.365.PNG'], 30.49, 0.7940
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_2_8_Vibration_1_0.0.PNG'], 42.07, 0.9676
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_26_0_Both_1_-13.266.PNG'], 32.88, 0.8802
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_7_9_Vibration_6_0.0.PNG'], 37.86, 0.9292
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_1_13_Vibration_3_0.0.PNG'], 40.82, 0.9592
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_16_3_Focus_0_0.916.PNG'], 40.56, 0.9623
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_26_0_Both_3_-8.955.PNG'], 34.14, 0.8919
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_12_Both_9_8.578.PNG'], 29.64, 0.7713
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_14_Both_1_-7.177.PNG'], 30.91, 0.7858
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_3_Focus_0_-8.075.PNG'], 31.22, 0.7989
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_21_9_Vibration_4_0.0.PNG'], 39.37, 0.9473
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_3_ZStack_0_3055.649.PNG'], 44.18, 0.9700
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_23_9_Vibration_4_0.0.PNG'], 39.24, 0.9467
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_0_4_Both_5_-6.41.PNG'], 32.10, 0.8599
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_11_Both_0_-1.949.PNG'], 38.03, 0.9462
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_11_7_Vibration_8_0.0.PNG'], 34.32, 0.8717
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_0_8_ZStack_0_3075.356.PNG'], 42.91, 0.9730
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_2_8_Focus_0_2.719.PNG'], 38.38, 0.9434
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_8_4_Both_3_0.0.PNG'], 39.37, 0.9462
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_3_Both_1_-12.836.PNG'], 29.27, 0.7663
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_11_Vibration_8_0.0.PNG'], 35.22, 0.8853
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Focus_0_-5.504.PNG'], 32.49, 0.8270
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_14_ZStack_0_3054.684.PNG'], 41.30, 0.9695
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_5_14_Focus_0_12.603.PNG'], 30.75, 0.7996
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_11_13_Vibration_8_0.0.PNG'], 35.40, 0.8928
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_1_4_Both_2_1.862.PNG'], 38.50, 0.9438
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Focus_0_5.85.PNG'], 32.56, 0.8303
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_15_Both_6_8.969.PNG'], 30.57, 0.7827
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_0_8_Focus_0_3.953.PNG'], 36.58, 0.9217
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_8_Vibration_4_0.0.PNG'], 38.00, 0.9306
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_7_Vibration_2_0.0.PNG'], 40.11, 0.9525
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_7_9_Focus_0_-12.85.PNG'], 29.15, 0.7665
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_11_13_Both_3_8.283.PNG'], 31.90, 0.8211
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_27_12_Vibration_5_0.0.PNG'], 35.24, 0.8882
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_27_3_Both_6_0.107.PNG'], 40.52, 0.9538
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_8_4_Vibration_2_0.0.PNG'], 39.08, 0.9438
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_23_9_Both_1_6.338.PNG'], 32.54, 0.8260
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Vibration_1_0.0.PNG'], 41.68, 0.9683
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_8_4_Focus_0_-6.955.PNG'], 31.48, 0.8067
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_29_8_Vibration_7_0.0.PNG'], 36.48, 0.9287
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_27_10_Focus_0_-5.298.PNG'], 33.56, 0.8459
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_11_Both_5_-6.103.PNG'], 32.36, 0.8212
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_17_5_Focus_0_9.429.PNG'], 31.90, 0.8162
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_2_Both_2_-0.0940000000001.PNG'], 39.51, 0.9457
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Vibration_9_0.0.PNG'], 31.74, 0.8223
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_3_Both_9_3.72.PNG'], 29.10, 0.7665
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_15_13_Vibration_7_0.0.PNG'], 36.01, 0.9034
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_23_9_Focus_0_3.534.PNG'], 35.43, 0.8929
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_15_14_Both_1_10.655.PNG'], 31.50, 0.8082
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_6_Both_1_-1.17.PNG'], 38.90, 0.9534
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_10_13_Vibration_3_0.0.PNG'], 38.74, 0.9397
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_2_Vibration_6_0.0.PNG'], 38.79, 0.9400
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Vibration_7_0.0.PNG'], 34.12, 0.8714
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_16_3_Both_5_1.304.PNG'], 34.90, 0.8890
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_4_6_Focus_0_-10.95.PNG'], 36.10, 0.9371
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Vibration_6_0.0.PNG'], 39.86, 0.9533
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_3_11_Vibration_4_0.0.PNG'], 38.82, 0.9403
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_18_2_Focus_0_-5.173.PNG'], 33.16, 0.8381
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_25_0_Both_4_-3.011.PNG'], 38.50, 0.9383
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_27_12_Both_1_-4.598.PNG'], 34.20, 0.8684
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_1_4_Both_2_5.257.PNG'], 35.20, 0.9034
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_16_3_ZStack_0_3044.42.PNG'], 41.49, 0.9686
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_22_7_Both_2_6.103.PNG'], 32.87, 0.8293
['200717_EBiMA_LiB4-0/test/20200717_LIB4_20.0_6_7_Vibration_6_0.0.PNG'], 37.92, 0.9296
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_9_10.117.PNG'], 30.95, 0.8039
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_9_11.463.PNG'], 31.09, 0.8101
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_3_12.551.PNG'], 30.34, 0.8096
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_-0.071.PNG'], 40.85, 0.9654
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_9.974.PNG'], 31.99, 0.8281
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Vibration_4_0.0.PNG'], 38.02, 0.9344
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_4.68.PNG'], 33.87, 0.8663
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Focus_0_11.104.PNG'], 32.06, 0.8336
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Vibration_4_0.0.PNG'], 36.90, 0.9195
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Vibration_8_0.0.PNG'], 38.21, 0.9294
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Vibration_8_0.0.PNG'], 36.72, 0.9155
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_-11.952.PNG'], 29.55, 0.7845
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_-2.964.PNG'], 35.17, 0.9046
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_-8.733.PNG'], 32.05, 0.8822
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Vibration_1_0.0.PNG'], 25.94, 0.9592
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_12.436.PNG'], 30.41, 0.8298
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_-7.932.PNG'], 31.52, 0.8171
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-11.993.PNG'], 29.75, 0.7858
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Vibration_7_0.0.PNG'], 35.03, 0.9088
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Both_0_8.411.PNG'], 30.56, 0.8333
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Both_9_-6.904.PNG'], 32.36, 0.8325
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_3_4.66.PNG'], 33.93, 0.8687
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_4_-3.699.PNG'], 25.32, 0.9036
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Vibration_8_0.0.PNG'], 37.69, 0.9238
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_-2.061.PNG'], 38.21, 0.9490
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_8_4.081.PNG'], 33.39, 0.8636
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_7_-1.228.PNG'], 37.66, 0.9281
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Both_2_6.625.PNG'], 32.52, 0.8625
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Both_6_-3.563.PNG'], 34.53, 0.8798
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Focus_0_-8.243.PNG'], 30.85, 0.8028
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_2_-0.71.PNG'], 38.80, 0.9523
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_-12.774.PNG'], 29.82, 0.8392
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Both_3_-6.285.PNG'], 30.74, 0.8326
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Both_9_-12.063.PNG'], 28.80, 0.7840
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_1_1.946.PNG'], 36.39, 0.9292
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_1.779.PNG'], 36.71, 0.9271
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_7_-6.606.PNG'], 30.36, 0.7966
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Focus_0_7.15.PNG'], 32.15, 0.8627
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Vibration_6_0.0.PNG'], 36.43, 0.9145
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_1_2.501.PNG'], 35.93, 0.9114
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_9_8.093.PNG'], 30.96, 0.8422
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_12.887.PNG'], 31.00, 0.8137
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_ZStack_0_271.748.PNG'], 39.64, 0.9593
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_7_-12.676.PNG'], 28.49, 0.8101
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Vibration_9_0.0.PNG'], 37.50, 0.9310
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_7.618.PNG'], 32.63, 0.8400
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_0_7.392.PNG'], 32.42, 0.8348
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Vibration_5_0.0.PNG'], 36.19, 0.9059
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_7_8.421.PNG'], 31.87, 0.8262
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_-0.273.PNG'], 41.12, 0.9682
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_-7.711.PNG'], 31.08, 0.8126
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_11.846.PNG'], 31.14, 0.8135
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_4_0.0.PNG'], 38.31, 0.9368
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Vibration_3_0.0.PNG'], 40.66, 0.9593
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_8_0.0.PNG'], 38.57, 0.9434
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Both_8_-7.816.PNG'], 32.11, 0.8654
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Vibration_7_0.0.PNG'], 33.72, 0.8654
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Both_3_-10.917.PNG'], 29.00, 0.7865
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_5_-8.548.PNG'], 30.74, 0.7978
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Focus_0_5.831.PNG'], 33.55, 0.8568
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Vibration_1_0.0.PNG'], 40.48, 0.9645
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_3_-4.697.PNG'], 33.41, 0.8640
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_2_-3.443.PNG'], 34.25, 0.8789
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Both_1_5.377.PNG'], 32.42, 0.8603
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_4_0.0.PNG'], 35.84, 0.9164
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Vibration_8_0.0.PNG'], 38.58, 0.9343
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Vibration_7_0.0.PNG'], 33.73, 0.8895
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_7_0.0.PNG'], 33.05, 0.8692
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_-6.272.PNG'], 32.70, 0.8650
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Vibration_2_0.0.PNG'], 40.95, 0.9627
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_0.606.PNG'], 40.76, 0.9648
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_2_0.0.PNG'], 40.57, 0.9589
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Focus_0_8.117.PNG'], 32.21, 0.8354
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_7_11.696.PNG'], 29.84, 0.7805
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Both_3_12.889.PNG'], 29.74, 0.8215
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Focus_0_-4.39.PNG'], 33.91, 0.8659
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_5_-5.44.PNG'], 32.40, 0.8947
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Vibration_9_0.0.PNG'], 38.53, 0.9419
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Both_3_1.527.PNG'], 36.19, 0.9220
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_0_-4.931.PNG'], 33.31, 0.9079
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_-9.406.PNG'], 30.72, 0.8073
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Vibration_2_0.0.PNG'], 40.84, 0.9661
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_3_0.0.PNG'], 38.95, 0.9454
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Vibration_4_0.0.PNG'], 39.74, 0.9528
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_1.371.PNG'], 39.32, 0.9596
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_4_11.714.PNG'], 30.38, 0.7947
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_-7.026.PNG'], 31.85, 0.8250
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_5.727.PNG'], 25.10, 0.8962
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-6.056.PNG'], 32.30, 0.8332
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_7_0.0.PNG'], 34.54, 0.9227
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_9.894.PNG'], 31.19, 0.8411
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Both_7_-7.992.PNG'], 31.34, 0.8516
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_3_0.0.PNG'], 39.54, 0.9469
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_9.364.PNG'], 32.12, 0.8342
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Vibration_7_0.0.PNG'], 34.35, 0.8811
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Vibration_7_0.0.PNG'], 34.50, 0.8820
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_7_0.0.PNG'], 33.37, 0.8575
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_4_9.298.PNG'], 31.43, 0.8974
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Focus_0_6.378.PNG'], 32.57, 0.8691
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_-0.916.PNG'], 38.83, 0.9551
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Both_9_-9.395.PNG'], 30.99, 0.8092
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_-10.531.PNG'], 29.66, 0.8118
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_-12.038.PNG'], 31.23, 0.8908
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_5.719.PNG'], 33.14, 0.8502
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_-3.459.PNG'], 35.05, 0.8916
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Vibration_9_0.0.PNG'], 25.81, 0.9468
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_3.214.PNG'], 35.32, 0.9153
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_2.75.PNG'], 25.65, 0.9283
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_3_11.661.PNG'], 30.96, 0.8094
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Both_4_10.972.PNG'], 30.76, 0.8039
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_0_-12.591.PNG'], 29.40, 0.7799
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_12.641.PNG'], 31.06, 0.8168
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_3_0.0.PNG'], 40.82, 0.9605
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_0_9.163.PNG'], 31.75, 0.8279
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Both_5_7.635.PNG'], 32.74, 0.8961
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_5.968.PNG'], 33.60, 0.8872
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_8_8.404.PNG'], 24.61, 0.8797
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_10.898.PNG'], 31.54, 0.8532
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_8.275.PNG'], 32.16, 0.8308
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Vibration_3_0.0.PNG'], 33.95, 0.9497
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Vibration_4_0.0.PNG'], 39.60, 0.9510
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Vibration_4_0.0.PNG'], 25.81, 0.9392
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Focus_0_-4.805.PNG'], 33.18, 0.8782
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_0_3.09.PNG'], 34.99, 0.8912
